oper,suunnitellut,ajettu,luotettavuus
Korsisaari,181,163,90.06
Koiviston Auto,4730,4662,98.56
Pohjolan Liikenne,5945,5882,98.94
Nobina Finland,6541,6510,99.53
Nurmijärven Linja,121,121,100.0
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,766,766,100.0
V-S Bussipalvelut,451,451,100.0
