oper,suunnitellut,ajettu,luotettavuus
Pohjolan Liikenne,5945,5851,98.42
Koiviston Auto,4734,4691,99.09
Nobina Finland,6535,6488,99.28
V-S Bussipalvelut,444,441,99.32
Korsisaari,157,156,99.36
Nurmijärven Linja,121,121,100.0
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,766,766,100.0
