oper,suunnitellut,ajettu,luotettavuus
Pohjolan Liikenne,5945,5731,96.4
Koiviston Auto,4734,4624,97.68
V-S Bussipalvelut,451,444,98.45
Nobina Finland,6535,6466,98.94
Korsisaari,157,156,99.36
Nurmijärven Linja,121,121,100.0
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,766,766,100.0
