oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,3255,3145,96.62
Nobina Finland,4724,4675,98.96
Pohjolan Liikenne,3380,3374,99.82
Korsisaari,20,20,100.0
Tammelundin Liikenne,777,777,100.0
V-S Bussipalvelut,70,70,100.0
