paiva,suunnitellut,ajetut,ajamatta,luotettavuus,Nobina Finland,Koiviston Auto,Pohjolan Liikenne,Tammelundin Liikenne
2026-05-01,4660,4656,4,99.91,99.85,100.0,99.9,100.0
2026-05-02,13787,13690,97,99.3,99.15,99.19,99.41,100.0
2026-05-03,11749,11647,102,99.13,98.77,99.13,99.42,99.88
2026-05-04,19372,19166,206,98.94,99.05,99.06,99.1,99.4
2026-05-05,19372,19199,173,99.11,98.91,98.78,99.54,100.0
2026-05-06,19372,19240,132,99.32,98.95,99.55,99.54,100.0
2026-05-07,19372,19154,218,98.87,98.86,98.94,98.76,99.48
2026-05-08,19792,19603,189,99.05,99.0,98.88,99.52,99.83
2026-05-09,13807,13668,139,98.99,98.77,99.05,98.97,100.0
2026-05-10,11633,11324,309,97.34,98.97,95.57,96.32,100.0
2026-05-11,19675,19509,166,99.16,98.64,99.6,99.3,100.0
2026-05-12,19675,19534,141,99.28,99.57,99.52,98.8,99.57
2026-05-13,20095,19937,158,99.21,99.45,98.62,99.45,100.0
2026-05-14,11987,11908,79,99.34,99.57,99.16,99.05,100.0
2026-05-15,20029,19604,425,97.88,96.72,99.23,97.45,100.0
2026-05-16,14008,13702,306,97.82,95.09,99.39,99.28,100.0
2026-05-17,11987,11942,45,99.62,99.64,99.49,99.64,100.0
2026-05-18,19688,19629,59,99.7,99.79,99.72,99.55,99.91
2026-05-19,19689,19552,137,99.3,99.01,99.52,99.3,99.74
2026-05-20,19688,19607,81,99.59,99.63,99.52,99.48,100.0
2026-05-21,19688,19560,128,99.35,99.14,99.78,99.02,100.0
2026-05-22,20108,20004,104,99.48,99.71,99.69,99.01,100.0
2026-05-23,14042,13862,180,98.72,98.25,99.31,98.6,99.23
2026-05-24,11987,11909,78,99.35,99.41,99.61,98.84,100.0
2026-05-25,19688,19531,157,99.2,98.77,99.56,99.26,100.0
2026-05-26,19675,19503,172,99.13,98.51,99.82,99.23,100.0
2026-05-27,19688,19511,177,99.1,99.07,99.11,99.02,99.74
2026-05-28,19688,19531,157,99.2,98.68,99.64,99.33,100.0
2026-05-29,20108,19899,209,98.96,98.45,99.67,98.77,99.92
2026-05-30,14059,13935,124,99.12,98.43,99.45,99.6,100.0
2026-05-31,11637,11567,70,99.4,99.26,99.06,99.73,100.0
2026-06-01,19303,19151,152,99.21,98.97,99.43,99.11,99.91
2026-06-02,19303,19155,148,99.23,99.25,99.26,98.94,100.0
2026-06-03,19303,19088,215,98.89,99.22,98.36,98.68,99.91
2026-06-04,19303,19035,268,98.61,99.15,97.72,98.32,100.0
2026-06-05,19726,19505,221,98.88,99.07,99.06,98.16,100.0
2026-06-06,14328,14279,49,99.66,99.8,99.59,99.55,99.56
2026-06-07,11998,11927,71,99.41,99.86,99.48,98.58,100.0
2026-06-08,19303,19092,211,98.91,98.77,98.63,99.05,99.65
2026-06-09,19303,19151,152,99.21,99.28,98.97,99.11,100.0
2026-06-10,19303,19146,157,99.19,99.18,99.18,99.01,100.0
2026-06-11,19303,19129,174,99.1,98.9,99.1,99.09,99.83
2026-06-12,19726,19534,192,99.03,99.08,98.7,98.96,99.92
2026-06-13,14328,14199,129,99.1,99.35,98.63,98.98,100.0
2026-06-14,11998,11891,107,99.11,98.83,98.63,99.7,100.0
2026-06-15,17686,17448,238,98.65,98.34,98.69,98.96,98.1
2026-06-16,17686,17490,196,98.89,98.15,98.86,99.67,100.0
2026-06-17,17686,17492,194,98.9,98.39,99.0,99.08,100.0
2026-06-18,18105,17840,265,98.54,97.76,98.89,98.88,100.0
2026-06-19,13477,13375,102,99.24,98.87,99.3,99.44,100.0
2026-06-20,4371,4358,13,99.7,100.0,99.05,100.0,100.0
2026-06-21,11897,11804,93,99.22,99.32,98.9,99.19,100.0
2026-06-22,18078,17978,100,99.45,99.38,99.71,99.29,100.0
2026-06-23,18078,17959,119,99.34,99.1,99.35,99.75,100.0
2026-06-24,18078,17964,114,99.37,99.32,99.45,99.4,99.89
2026-06-25,18078,17906,172,99.05,98.56,99.12,99.31,100.0
2026-06-26,18506,18289,217,98.83,98.99,98.17,99.01,100.0
2026-06-27,14339,14208,131,99.09,99.6,98.41,98.78,100.0
2026-06-28,12226,12141,85,99.3,99.58,98.86,99.17,100.0
2026-06-29,18078,17972,106,99.41,99.91,99.39,99.0,100.0
2026-06-30,18078,17935,143,99.21,99.29,98.99,99.05,100.0
2026-07-01,18078,17972,106,99.41,99.57,99.29,99.11,100.0
2026-07-02,18078,17992,86,99.52,99.88,99.24,99.54,100.0
2026-07-03,18510,18374,136,99.27,99.84,98.65,98.87,99.69
2026-07-04,14343,14254,89,99.38,99.37,99.01,99.59,100.0
2026-07-05,12226,12190,36,99.71,99.92,99.88,99.17,100.0
2026-07-06,18060,17978,82,99.55,99.84,99.14,99.77,100.0
2026-07-07,18060,17941,119,99.34,99.7,99.08,99.17,99.89
2026-07-08,18060,17973,87,99.52,99.81,98.93,99.79,100.0
2026-07-09,18060,17948,112,99.38,99.84,98.95,99.21,100.0
2026-07-10,18493,18329,164,99.11,99.55,98.97,98.71,99.69
2026-07-11,14348,14258,90,99.37,99.95,99.14,98.63,100.0
2026-07-12,12226,12136,90,99.26,99.92,99.08,98.34,100.0
2026-07-13,18060,17932,128,99.29,99.78,99.08,98.84,100.0
2026-07-14,18072,17921,151,99.16,99.78,98.89,98.63,100.0
2026-07-15,18078,17953,125,99.31,99.44,99.37,98.84,99.89
2026-07-16,18078,17976,102,99.44,99.35,99.73,99.07,100.0
2026-07-17,18507,18349,158,99.15,99.52,98.95,98.53,99.9
2026-07-18,14339,14237,102,99.29,99.59,98.77,99.19,100.0
2026-07-19,12207,12059,148,98.79,99.28,97.63,98.91,100.0
2026-07-20,18078,17950,128,99.29,99.54,99.16,98.82,100.0
2026-07-21,18078,17887,191,98.94,98.95,98.02,99.46,100.0
2026-07-22,18078,17927,151,99.16,99.33,97.81,99.98,100.0
2026-07-23,18078,17904,174,99.04,99.18,97.54,99.96,100.0
2026-07-24,18490,18333,157,99.15,99.32,98.24,99.76,100.0
2026-07-25,14341,14205,136,99.05,99.3,97.89,99.59,100.0
2026-07-26,12226,12061,165,98.65,98.96,96.62,99.82,100.0
2026-07-27,17755,17582,173,99.03,99.56,97.16,99.9,100.0
2026-07-28,17751,17571,180,98.99,99.04,97.84,99.77,100.0
2026-07-29,17742,17588,154,99.13,99.48,97.95,99.79,100.0
2026-07-30,17742,17549,193,98.91,99.84,97.8,99.73,94.81
2026-07-31,18111,18026,85,99.53,99.63,99.25,99.56,99.9
2026-08-01,14022,13974,48,99.66,99.69,99.64,99.55,100.0
2026-08-02,11953,11896,57,99.52,99.45,99.45,99.56,100.0
2026-08-03,17702,17573,129,99.27,99.38,99.19,98.99,100.0
2026-08-04,17702,17609,93,99.47,99.4,99.73,99.13,100.0
2026-08-05,17710,17556,154,99.13,99.38,98.11,99.55,99.89
2026-08-06,17710,17494,216,98.78,99.12,97.76,98.99,99.79
2026-08-07,18127,17878,249,98.63,99.15,96.39,99.7,100.0
2026-08-08,14026,13842,184,98.69,98.99,96.77,99.82,100.0
2026-08-09,11947,11831,116,99.03,99.32,97.72,99.68,100.0
2026-08-10,17694,17497,197,98.89,99.55,98.07,98.56,100.0
2026-08-11,17694,17495,199,98.88,99.55,97.41,98.97,100.0
2026-08-12,17888,17682,206,98.85,99.19,97.77,99.21,100.0
2026-08-13,18178,17928,250,98.62,99.03,97.81,98.64,100.0
2026-08-14,18791,18616,175,99.07,99.01,98.69,99.53,100.0
2026-08-15,13076,12973,103,99.21,98.85,99.28,99.47,100.0
2026-08-16,11085,11014,71,99.36,99.15,99.53,99.44,99.4
2026-08-17,18390,18214,176,99.04,98.94,99.22,99.12,100.0
2026-08-18,18390,18168,222,98.79,98.92,97.82,99.31,100.0
2026-08-19,18390,18169,221,98.8,99.56,97.63,98.83,100.0
2026-08-20,18390,18196,194,98.95,99.47,97.3,99.6,100.0
2026-08-21,18791,18587,204,98.91,99.11,97.53,99.73,100.0
2026-08-22,13102,12961,141,98.92,99.41,97.42,99.43,100.0
2026-08-23,11085,10986,99,99.11,99.71,97.21,99.88,100.0
2026-08-24,18390,18236,154,99.16,99.53,98.02,99.69,100.0
2026-08-25,18390,18312,78,99.58,99.77,99.42,99.59,100.0
2026-08-26,18390,18225,165,99.1,99.51,99.01,99.09,100.0
2026-08-27,18390,18287,103,99.44,99.69,99.48,99.43,100.0
