oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,5499,5100,92.74
Korsisaari,181,169,93.37
Pohjolan Liikenne,5801,5728,98.74
Nobina Finland,6389,6328,99.05
Nurmijärven Linja,121,121,100.0
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,754,754,100.0
V-S Bussipalvelut,451,451,100.0
