oper,suunnitellut,ajettu,luotettavuus
Pohjolan Liikenne,3376,3328,98.58
Koiviston Auto,3288,3271,99.48
Nobina Finland,4437,4431,99.86
Korsisaari,20,20,100.0
Tammelundin Liikenne,807,807,100.0
V-S Bussipalvelut,70,70,100.0
