oper,suunnitellut,ajettu,luotettavuus
Bus Travel Reissu Ruoti,37,25,67.57
Koiviston Auto,4759,4708,98.93
Korsisaari,138,137,99.28
Pohjolan Liikenne,4817,4807,99.79
Nobina Finland,6747,6734,99.81
Nurmijärven Linja,111,111,100.0
Taksikuljetus Harri Vuolle,29,29,100.0
Tammelundin Liikenne,945,945,100.0
V-S Bussipalvelut,477,477,100.0
