oper,suunnitellut,ajettu,luotettavuus
Korsisaari,181,168,92.82
Koiviston Auto,4637,4545,98.02
Nurmijärven Linja,121,120,99.17
Nobina Finland,6389,6359,99.53
Pohjolan Liikenne,5801,5783,99.69
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,754,754,100.0
V-S Bussipalvelut,451,451,100.0
