oper,suunnitellut,ajettu,luotettavuus
Bus Travel Reissu Ruoti,55,53,96.36
Koiviston Auto,5237,5169,98.7
Pohjolan Liikenne,5501,5444,98.96
Nobina Finland,6973,6909,99.08
Tammelundin Liikenne,1178,1177,99.92
Korsisaari,143,143,100.0
Nurmijärven Linja,113,113,100.0
Taksikuljetus Harri Vuolle,30,30,100.0
V-S Bussipalvelut,496,496,100.0
