oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,4818,4727,98.11
Korsisaari,138,137,99.28
Nobina Finland,6329,6290,99.38
Pohjolan Liikenne,4862,4840,99.55
Tammelundin Liikenne,945,944,99.89
Nurmijärven Linja,111,111,100.0
Taksikuljetus Harri Vuolle,30,30,100.0
V-S Bussipalvelut,477,477,100.0
