oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,2972,2909,97.88
Nobina Finland,4454,4419,99.21
Pohjolan Liikenne,3373,3362,99.67
Tammelundin Liikenne,496,495,99.8
Korsisaari,19,19,100.0
V-S Bussipalvelut,70,70,100.0
