oper,suunnitellut,ajettu,luotettavuus
Nurmijärven Linja,22,19,86.36
V-S Bussipalvelut,70,68,97.14
Nobina Finland,5212,5130,98.43
Koiviston Auto,3797,3776,99.45
Pohjolan Liikenne,4010,3994,99.6
Bus Travel Reissu Ruoti,21,21,100.0
Korsisaari,20,20,100.0
Tammelundin Liikenne,907,907,100.0
