oper,suunnitellut,ajettu,luotettavuus
Korsisaari,181,168,92.82
Koiviston Auto,4730,4613,97.53
Nobina Finland,6541,6483,99.11
Pohjolan Liikenne,5945,5929,99.73
Nurmijärven Linja,121,121,100.0
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,766,766,100.0
V-S Bussipalvelut,451,451,100.0
