oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,3285,3249,98.9
Pohjolan Liikenne,3348,3321,99.19
Nobina Finland,4397,4367,99.32
Korsisaari,20,20,100.0
Tammelundin Liikenne,777,777,100.0
V-S Bussipalvelut,70,70,100.0
