oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,4933,4755,96.39
Nobina Finland,6472,6417,99.15
Korsisaari,138,137,99.28
Pohjolan Liikenne,5001,4986,99.7
Nurmijärven Linja,111,111,100.0
Taksikuljetus Harri Vuolle,30,30,100.0
Tammelundin Liikenne,965,965,100.0
V-S Bussipalvelut,477,477,100.0
