oper,suunnitellut,ajettu,luotettavuus
Korsisaari,157,150,95.54
Nurmijärven Linja,121,118,97.52
Pohjolan Liikenne,5801,5668,97.71
Koiviston Auto,4641,4550,98.04
Nobina Finland,6383,6313,98.9
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,754,754,100.0
V-S Bussipalvelut,451,451,100.0
