oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,4818,4681,97.16
V-S Bussipalvelut,477,474,99.37
Nobina Finland,6329,6301,99.56
Pohjolan Liikenne,4852,4847,99.9
Korsisaari,138,138,100.0
Nurmijärven Linja,111,111,100.0
Taksikuljetus Harri Vuolle,30,30,100.0
Bus Travel Reissu Ruoti,55,55,100.0
Tammelundin Liikenne,945,945,100.0
