oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,2973,2890,97.21
Nobina Finland,4104,4092,99.71
Pohjolan Liikenne,3423,3419,99.88
Korsisaari,19,19,100.0
Tammelundin Liikenne,496,496,100.0
V-S Bussipalvelut,70,70,100.0
