oper,suunnitellut,ajettu,luotettavuus
Nurmijärven Linja,121,92,76.03
Korsisaari,157,153,97.45
Koiviston Auto,4641,4564,98.34
Pohjolan Liikenne,5801,5733,98.83
Nobina Finland,6383,6335,99.25
Tammelundin Liikenne,754,752,99.73
Taksikuljetus Harri Vuolle,56,56,100.0
V-S Bussipalvelut,451,451,100.0
