oper,suunnitellut,ajettu,luotettavuus
Korsisaari,157,151,96.18
Nurmijärven Linja,121,117,96.69
Koiviston Auto,4641,4529,97.59
Pohjolan Liikenne,5801,5705,98.35
Nobina Finland,6403,6324,98.77
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,754,754,100.0
V-S Bussipalvelut,451,451,100.0
