oper,suunnitellut,ajettu,luotettavuus
Pohjolan Liikenne,4817,4759,98.8
Koiviston Auto,4759,4723,99.24
Nobina Finland,6747,6707,99.41
Tammelundin Liikenne,945,944,99.89
Korsisaari,138,138,100.0
Bus Travel Reissu Ruoti,55,55,100.0
Nurmijärven Linja,111,111,100.0
Taksikuljetus Harri Vuolle,29,29,100.0
V-S Bussipalvelut,477,477,100.0
