oper,suunnitellut,ajettu,luotettavuus
Tammelundin Liikenne,754,738,97.88
Koiviston Auto,4641,4549,98.02
Pohjolan Liikenne,5801,5714,98.5
Nobina Finland,6383,6312,98.89
Korsisaari,157,156,99.36
Nurmijärven Linja,121,121,100.0
Taksikuljetus Harri Vuolle,56,56,100.0
V-S Bussipalvelut,451,451,100.0
