oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,4818,4710,97.76
Pohjolan Liikenne,4862,4813,98.99
Nobina Finland,6329,6273,99.12
Korsisaari,138,137,99.28
Tammelundin Liikenne,945,943,99.79
Nurmijärven Linja,111,111,100.0
Taksikuljetus Harri Vuolle,30,30,100.0
V-S Bussipalvelut,477,477,100.0
