oper,suunnitellut,ajettu,luotettavuus
Korsisaari,181,166,91.71
Pohjolan Liikenne,5801,5757,99.24
Koiviston Auto,4641,4628,99.72
Nobina Finland,6389,6383,99.91
Nurmijärven Linja,121,121,100.0
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,754,754,100.0
V-S Bussipalvelut,451,451,100.0
