oper,suunnitellut,ajettu,luotettavuus
Nurmijärven Linja,111,100,90.09
Korsisaari,138,127,92.03
Pohjolan Liikenne,4817,4769,99.0
Koiviston Auto,4759,4730,99.39
V-S Bussipalvelut,477,476,99.79
Nobina Finland,6747,6741,99.91
Taksikuljetus Harri Vuolle,29,29,100.0
Bus Travel Reissu Ruoti,55,55,100.0
Tammelundin Liikenne,945,945,100.0
