oper,suunnitellut,ajettu,luotettavuus
Nurmijärven Linja,121,112,92.56
Korsisaari,181,169,93.37
Nobina Finland,6389,6321,98.94
Pohjolan Liikenne,5801,5750,99.12
Koiviston Auto,4637,4601,99.22
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,754,754,100.0
V-S Bussipalvelut,451,451,100.0
