oper,suunnitellut,ajettu,luotettavuus
Bus Travel Reissu Ruoti,55,53,96.36
Koiviston Auto,5122,5052,98.63
Nobina Finland,6821,6737,98.77
Pohjolan Liikenne,5365,5314,99.05
Tammelundin Liikenne,1158,1154,99.65
Korsisaari,143,143,100.0
Nurmijärven Linja,113,113,100.0
Taksikuljetus Harri Vuolle,30,30,100.0
V-S Bussipalvelut,496,496,100.0
