oper,suunnitellut,ajettu,luotettavuus
tuntematon,526,0,0.0
12,4910,4910,100.0
21,76,76,100.0
17,1136,1136,100.0
36,121,121,100.0
51,143,143,100.0
54,496,496,100.0
22,6589,6589,100.0
6,5653,5653,100.0
64,56,56,100.0
