oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,4641,4543,97.89
Korsisaari,157,154,98.09
Pohjolan Liikenne,5801,5730,98.78
Nobina Finland,6403,6335,98.94
V-S Bussipalvelut,451,447,99.11
Nurmijärven Linja,121,121,100.0
Taksikuljetus Harri Vuolle,56,56,100.0
Tammelundin Liikenne,754,754,100.0
