oper,suunnitellut,ajettu,luotettavuus
Nobina Finland,6747,6650,98.56
Koiviston Auto,4759,4717,99.12
Pohjolan Liikenne,4817,4784,99.31
Bus Travel Reissu Ruoti,55,55,100.0
Korsisaari,138,138,100.0
Nurmijärven Linja,111,111,100.0
Taksikuljetus Harri Vuolle,29,29,100.0
Tammelundin Liikenne,945,945,100.0
V-S Bussipalvelut,477,477,100.0
