oper,suunnitellut,ajettu,luotettavuus
Koiviston Auto,3288,3243,98.63
Nobina Finland,4437,4385,98.83
Pohjolan Liikenne,3376,3366,99.7
Korsisaari,20,20,100.0
Tammelundin Liikenne,807,807,100.0
V-S Bussipalvelut,70,70,100.0
