oper,suunnitellut,ajettu,luotettavuus
Korsisaari,181,169,93.37
Koiviston Auto,4637,4527,97.63
Taksikuljetus Harri Vuolle,56,55,98.21
Pohjolan Liikenne,5801,5733,98.83
Nurmijärven Linja,121,120,99.17
Nobina Finland,6389,6361,99.56
V-S Bussipalvelut,451,450,99.78
Tammelundin Liikenne,754,754,100.0
