oper,suunnitellut,ajettu,luotettavuus
Korsisaari,138,136,98.55
Pohjolan Liikenne,4854,4805,98.99
Koiviston Auto,4818,4779,99.19
Nobina Finland,6329,6290,99.38
Nurmijärven Linja,111,111,100.0
Taksikuljetus Harri Vuolle,30,30,100.0
Tammelundin Liikenne,945,945,100.0
V-S Bussipalvelut,477,477,100.0
