oper,suunnitellut,ajettu,luotettavuus
Pohjolan Liikenne,3380,3352,99.17
Koiviston Auto,3255,3251,99.88
Nobina Finland,4724,4720,99.92
Korsisaari,20,20,100.0
Tammelundin Liikenne,777,777,100.0
V-S Bussipalvelut,70,70,100.0
