oper,suunnitellut,ajettu,luotettavuus
Pohjolan Liikenne,3423,3404,99.44
Nobina Finland,4104,4082,99.46
Koiviston Auto,2973,2958,99.5
Korsisaari,19,19,100.0
Tammelundin Liikenne,496,496,100.0
V-S Bussipalvelut,70,70,100.0
