oper,suunnitellut,ajettu,luotettavuus
Bus Travel Reissu Ruoti,49,32,65.31
Pohjolan Liikenne,4817,4751,98.63
Koiviston Auto,4759,4706,98.89
Nobina Finland,6747,6732,99.78
Korsisaari,138,138,100.0
Nurmijärven Linja,111,111,100.0
Taksikuljetus Harri Vuolle,29,29,100.0
Tammelundin Liikenne,945,945,100.0
V-S Bussipalvelut,477,477,100.0
