oper,suunnitellut,ajettu,luotettavuus
Pohjolan Liikenne,4854,4812,99.13
Nobina Finland,6329,6291,99.4
Koiviston Auto,4818,4805,99.73
Korsisaari,138,138,100.0
Nurmijärven Linja,111,111,100.0
Taksikuljetus Harri Vuolle,30,30,100.0
Tammelundin Liikenne,945,945,100.0
V-S Bussipalvelut,477,477,100.0
